BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
-252.877,31.4979,-7.81979,0.414428,-17.6751,7.01761,-11.4919,-2.54501,-7.28992,1.53917,-4.95969,6.12473,-4.73187,4.53155,-4.53503,-0.460348,-4.23104,1.37029,-5.5197,-0.0536952,-0.390518
-258.44,35.9033,-11.8092,3.27505,-20.4381,9.18148,-13.708,-4.42322,-10.683,1.18143,-7.18296,4.97606,-8.27031,5.48863,-6.33123,-0.154281,-7.5833,5.79728,-8.43401,0.0703814,-1.68956
-260.546,35.7543,-12.6446,2.88169,-19.7424,8.48371,-11.7203,-6.05257,-7.67188,2.5696,-5.67564,5.26128,-7.45758,5.43496,-8.96847,1.88579,-8.54988,6.67239,-9.13646,-0.493725,-1.55333
-263.14,35.2559,-12.9503,6.62162,-22.7997,8.94437,-14.2523,-2.26616,-7.03386,2.80185,-6.78913,8.31,-4.91727,5.54312,-7.72844,1.56609,-5.48259,6.95257,-7.60456,-2.13264,-1.09143
-263.04,37.7913,-14.4883,8.08451,-21.7255,9.82729,-14.4288,-4.25539,-8.25246,1.58367,-6.44555,7.22353,-7.01945,5.82979,-7.8952,2.05952,-6.53321,5.07399,-5.90773,0.438594,1.21649
-263.724,37.7852,-14.7997,4.86933,-20.8231,10.2878,-15.187,-4.67528,-7.70492,3.22103,-7.65767,7.05275,-8.24367,5.79764,-8.2345,2.71403,-6.91331,3.63651,-8.21986,0.42705,0.113552
-265.542,36.8601,-14.895,0.926593,-21.4122,8.28483,-14.3135,-3.732,-7.5352,5.07616,-7.09015,8.00498,-5.93399,8.23544,-5.88321,3.38582,-5.60173,5.25467,-6.67519,0.208215,-0.925074
-264.743,37.9147,-13.0382,1.21035,-19.2086,7.92084,-15.1305,-3.4634,-8.63652,4.86276,-8.51682,6.03849,-7.68034,7.04102,-7.02346,2.61149,-5.77353,6.56791,-7.05217,0.0214381,-0.393916
-265.538,37.7981,-12.3497,1.53314,-19.6409,5.88384,-14.3295,-2.65179,-8.47834,2.69589,-6.18535,7.93634,-8.20452,5.76985,-6.94366,3.51066,-7.24662,5.7675,-7.50189,-0.180627,0.127829
-265.823,43.6483,-9.49764,4.14699,-17.8012,10.5474,-10.8589,-1.54233,-7.46927,6.22029,-5.99191,7.34512,-6.52345,6.10821,-6.70948,3.05481,-5.36084,4.63581,-5.07084,-1.30542,-0.19358
-265.379,34.8066,-6.19651,-3.28332,-14.3502,1.87802,-8.34622,-7.33637,-5.25345,-0.710921,-2.83564,4.77598,-6.40504,3.36549,-6.42147,0.400964,-3.54922,2.77173,-5.2737,-4.87094,1.61976
-269.825,37.3242,-8.24954,0.904164,-15.3336,4.54493,-10.9741,-5.00528,-7.62523,4.27947,-4.93643,7.73338,-4.94288,5.02025,-6.88405,1.46527,-3.77658,3.90652,-3.73679,-4.57511,1.33718
-265.93,32.1679,-7.10144,-3.6698,-13.2048,3.12504,-10.7592,-10.5691,-7.80373,2.80347,-5.97388,6.01218,-5.8126,2.86312,-6.7674,-0.776326,-3.07446,1.78213,-0.619703,-4.21634,0.906027
-261.521,33.9691,-13.2314,2.45117,-16.8594,6.28182,-14.6255,-4.07954,-11.2931,8.7609,-8.45888,8.10179,-6.98819,4.63416,-8.04216,2.74805,-5.24659,3.85548,-5.51375,-2.31932,-3.07373
-257.867,28.3128,-10.5882,6.08863,-17.6831,7.08628,-16.5801,-2.79094,-12.9173,9.14839,-9.84001,9.02254,-8.20938,3.92154,-8.53413,1.83086,-4.39466,1.49498,-4.61392,-1.9748,-4.5278
-254.191,24.5385,-5.31787,1.47056,-15.0289,2.79788,-11.1183,-6.51217,-8.77536,2.09989,-7.29792,4.66635,-6.50471,0.337524,-5.08987,-0.848628,1.94588,-0.63285,-2.92743,-4.01744,-0.855237
-293.909,42.9953,-8.45948,6.87095,-16.1786,7.61883,-12.1178,1.0859,-7.93242,8.09378,-9.24545,4.54896,-7.61802,2.74463,-6.72263,-0.446238,-1.89379,1.428,-1.42778,-0.361373,0.318951
-297.602,30.7323,3.49405,5.96463,-10.7551,4.43385,-5.91651,3.13455,-6.91711,6.98559,-5.78517,5.97811,-6.67776,5.12506,-6.24448,2.50321,-3.68951,6.20844,-3.33912,3.89557,-4.15394
-274.974,26.223,6.48702,9.10446,-3.80296,4.04456,-5.55536,1.46079,-5.41427,5.70996,-5.54419,4.42197,-6.41506,0.205296,-5.36625,-0.62198,-2.81656,2.5609,-3.85009,3.06569,0.87375
-271.509,33.3129,4.60036,9.99297,-2.81638,4.64297,-3.70365,2.57348,-4.00043,4.18938,-3.76088,6.19949,-4.99301,1.06172,-8.40242,0.826101,-2.22894,7.35606,-2.12139,4.02849,-0.101868
-269.525,23.3687,3.49236,5.97266,-3.56827,0.132281,-6.12043,0.980996,-6.23091,0.927546,-5.64663,3.69213,-6.43825,-2.59649,-7.90365,-1.97417,0.48279,4.93131,0.749376,2.49679,-0.670365
-270.211,20.9008,3.87089,3.03587,-7.40097,3.09514,-13.5032,1.61552,-6.94582,1.88479,-7.55083,2.26557,-8.39472,-1.34056,-9.89556,2.00863,-3.92299,6.95981,-1.56025,2.14347,-2.23144
-278.459,29.1082,1.19055,4.86403,-8.31075,3.64059,-15.6875,6.50069,-8.52138,3.89349,-10.7858,5.57214,-10.2705,3.333,-11.3484,5.50912,-7.32178,7.82912,-2.65276,5.04507,-1.92019
-282.549,32.4288,1.15383,1.3995,-5.5176,3.64002,-18.6202,6.35904,-11.1991,5.15339,-8.7727,5.59607,-8.35787,-0.257668,-8.44483,4.68327,-7.39434,7.34809,-4.31444,3.80773,-2.85041
-289.127,33.5876,-0.430736,5.7992,-3.99527,3.23096,-16.0629,5.95699,-11.5173,4.18955,-7.92025,4.31725,-6.09071,1.06815,-7.99649,5.03913,-7.66605,9.16839,-6.11025,5.78219,0.143271
-291.391,32.949,-5.57695,4.49851,-4.58884,5.32744,-19.0766,5.93862,-9.5449,2.07152,-5.82576,4.07382,-5.66982,2.18056,-5.74459,3.01332,-7.00587,8.85111,-6.48366,6.44947,-3.56783
-288.542,37.3688,-3.11236,11.0165,-3.68289,7.99738,-16.6204,8.17084,-8.35751,5.10665,-3.16555,4.02334,-5.10331,0.910638,-6.99172,1.66752,-5.98855,6.33251,-6.00133,5.75478,-1.83999
-298.802,42.331,-15.7406,24.555,-18.3819,18.2962,-24.6802,13.1824,-9.82015,7.48219,-5.75406,3.4587,-4.89605,-4.07718,-2.08437,-8.44044,1.23835,-3.09311,3.84434,-5.62993,5.31358
-276.995,19.8364,0.364004,7.3233,-7.06826,4.18779,-13.6612,0.183235,-3.81828,5.52805,-4.95236,3.88911,-4.90226,-0.207389,-5.68214,-6.30024,-5.0126,0.666168,-3.02378,1.06158,-2.25355
-262.715,22.6903,5.95275,10.1971,-0.506242,9.18341,-8.93199,0.506155,-2.26579,4.47176,-3.46525,5.24199,-4.05915,-1.68912,-3.71594,-4.19933,-3.20409,1.65148,-1.51762,-2.67759,-2.67374
-263.206,23.9935,-0.932739,6.01764,-3.60236,10.5191,-16.1526,-1.53913,-3.19699,4.14197,-4.8704,5.49366,-4.87752,-0.737105,-2.7246,-4.04633,-3.55454,0.629293,-3.0758,-0.198361,-1.11348
-268.709,20.6361,-2.72111,3.84411,-0.452931,4.62838,-16.4416,-6.76729,-0.0905292,1.45062,-0.921841,3.51795,-7.67816,-3.80299,-4.02415,-7.90983,-1.79054,0.760261,-4.14057,-1.34549,-0.856222
-267.106,24.7678,-0.100064,6.86723,-2.22463,5.35579,-12.0547,-5.26949,-2.19591,2.01622,-1.63482,1.6869,-7.34619,-0.259024,-1.71623,-3.3412,-1.62201,0.0290011,-4.7241,0.367127,-1.77993
-261.157,20.8057,0.586931,5.67028,0.571059,5.72543,-13.4669,-6.54539,-4.89625,1.33784,-3.39301,2.95842,-6.04368,-1.05417,-5.48867,-3.31721,-4.89122,-1.24114,-3.99118,1.48695,-1.40733
-264.99,22.9779,-1.88967,3.94095,-2.63313,3.16356,-16.0613,-6.40183,-3.25237,2.16976,-0.942498,1.52923,-6.97342,0.0373822,-4.98298,-0.387039,-3.97372,-0.424513,-5.43657,1.87203,-0.498054
-260.082,21.2062,0.207402,1.77383,-2.09027,3.22864,-16.6445,-9.20566,-6.09601,-1.21535,-3.64795,1.25569,-5.93031,2.71474,-6.21932,-0.0203519,-2.66448,0.647187,-5.4654,2.35352,-1.57048
-264.817,23.0222,0.672715,3.70518,0.989811,3.90664,-14.2859,-10.1052,-6.91737,1.39862,-3.27817,1.45227,-7.67348,1.81529,-7.87701,-0.659597,-2.6178,0.459492,-2.70947,0.16239,-1.6213
-284.388,29.099,5.49553,4.95083,4.37059,2.86095,-9.09289,-4.44809,-7.07334,2.4133,-2.91188,2.99154,-6.08239,5.05053,-4.35163,1.11531,-0.0165773,-1.41705,-5.02775,-2.2568,-0.357659
-273.958,23.229,6.14043,4.6169,-1.09039,0.0100897,-7.11753,-0.614311,-7.33648,0.877223,-6.66285,1.41712,-4.59317,2.27772,-6.39595,-1.75462,0.351515,0.0715359,-3.29819,-3.51231,-0.245932
-260.788,28.1374,7.65017,5.66117,-0.662767,4.09672,-5.13618,3.93704,-2.77607,1.05232,-3.53123,2.99607,-4.44432,4.34846,-4.47303,-0.779788,1.42292,3.44383,-1.7895,0.728983,-0.208101
-268.687,31.9365,1.88649,1.22961,-5.83029,0.217391,-8.12302,3.04577,-8.075,-0.0169101,-5.70021,1.61713,-5.0048,2.73275,-6.44195,-1.12342,2.09934,1.4014,-2.22218,2.23672,0.848553
-278.006,36.2379,-4.1471,4.5695,-9.62025,2.2594,-9.2755,4.40935,-7.11945,1.07453,-7.14331,2.78577,-6.62411,0.0174752,-6.32949,-3.68439,-1.01062,-1.24368,-1.80399,-1.43093,-0.780115
-275.59,33.049,2.98393,-1.82996,-5.45586,-0.997787,-7.94693,1.72596,-5.81565,-1.66203,-4.85028,1.62615,-5.60724,0.636697,-5.98341,-1.71654,0.901807,-0.371024,-0.860915,-0.493714,1.36614
-291.698,45.5589,-10.6864,8.64618,-16.3683,7.59862,-15.5036,9.93083,-14.0348,3.74069,-9.38192,3.19958,-8.40488,3.01898,-7.91603,-0.999462,1.75842,1.39571,1.04155,-1.59843,4.62652
-303.203,51.2748,-16.6438,11.8087,-18.9322,9.55897,-14.8548,11.1697,-11.2462,3.50247,-9.32752,5.19625,-7.79485,1.81729,-7.90566,-2.47422,1.52739,-0.732744,0.571224,-2.89239,2.81692
-307.801,52.4791,-16.4354,10.3997,-19.8097,5.88828,-18.293,9.11446,-11.0029,0.49543,-12.5365,3.7581,-7.5526,-0.525354,-4.7256,-2.90686,-0.39979,1.63659,0.922216,-2.16562,4.10714
-313.285,53.8175,-18.0039,9.98562,-18.2171,7.76745,-14.517,11.9869,-11.1087,1.95594,-10.0532,3.46842,-6.71727,-0.676051,-5.52935,-2.22592,1.692,1.60953,1.4241,-1.11672,4.56948
-317.035,59.1398,-14.8113,12.7725,-17.6234,8.0527,-13.4969,14.0078,-8.37043,2.94254,-6.21801,6.66709,-2.53099,0.243839,-2.52314,-2.39537,6.36694,1.4391,3.51635,-1.50467,5.64332
-318.854,58.0168,-17.1529,13.1074,-20.502,8.21545,-14.7042,13.3431,-10.0967,4.67472,-6.5682,4.02529,-2.65988,-1.49828,-0.425465,-3.54766,8.03773,0.171599,4.34502,-2.58904,7.84896
-301.5,54.3737,-14.3265,14.8688,-18.0261,8.63335,-14.551,12.006,-8.71599,4.7505,-11.6753,6.45144,-4.9516,-1.91919,-4.18557,-3.16553,-0.784887,0.305988,1.2352,-2.69112,0.911162
-311.727,60.788,-10.6983,11.2082,-15.6531,8.15087,-11.3628,10.0515,-8.62064,5.04618,-7.4346,6.38385,-3.79356,1.86599,-4.97102,-1.05699,4.37015,1.51391,0.760148,-0.919302,4.84152
-325.004,63.4498,-15.7176,8.18182,-18.3594,6.38194,-16.9121,8.52203,-9.28343,-0.926987,-7.42677,1.56931,-3.30127,-1.97735,-3.83915,-2.87833,4.90456,0.793759,-0.219849,-1.05187,3.71705
-336.529,71.4244,-23.6491,14.3081,-22.5818,8.68307,-14.383,6.37922,-4.87362,-5.94882,0.670896,-6.47663,4.44487,-8.88668,1.75232,-3.96222,3.57418,0.108119,-2.69035,1.74125,-1.38574
-327.612,61.4954,-12.3998,9.35557,-18.4564,6.07618,-15.288,9.9702,-9.53908,-1.80496,-8.51159,1.37419,-4.49637,-1.72208,-3.86314,-0.587199,1.75838,1.06295,-0.0359096,-1.17291,3.25644
-328.782,61.0703,-11.9348,10.5413,-18.7009,6.62485,-14.3002,10.4007,-8.54467,2.21844,-7.80689,3.94667,-3.32614,-1.82132,-4.64504,-1.29336,2.6758,1.41573,-0.547059,-1.62656,2.28283
-326.717,58.9246,-11.0964,7.30778,-18.759,6.3763,-15.9796,9.73514,-11.5494,2.93323,-9.64832,3.42449,-6.9477,-2.10656,-5.58031,-1.39576,3.06058,-1.11667,1.32975,-3.45007,3.68852
-326.452,60.0952,-11.6145,12.3745,-19.8179,8.09951,-15.7669,9.90667,-10.3152,2.87994,-7.78165,4.52074,-5.37336,-3.81801,-0.45193,-2.03958,3.10356,0.370554,4.25085,-2.89397,5.37548
-321.734,51.3914,-7.77679,12.8722,-23.6702,9.60898,-12.9739,9.53984,-13.2173,7.64927,-6.39124,6.14514,-6.50496,0.25633,-4.26335,-0.180699,1.30843,0.0718535,0.657396,-3.38935,2.30923
-295.55,27.7477,5.68414,3.5826,-4.61867,-1.56418,-6.8663,1.81254,-2.32292,6.13195,-4.86839,0.753623,-3.36126,0.345866,-4.11519,0.837941,1.09434,3.78446,0.638576,0.233982,0.236189
-262.017,28.0297,6.85036,4.45601,-1.09122,1.21973,-1.39479,4.10369,-2.3818,0.237037,-2.05087,4.73858,-2.01645,-0.157449,-4.44856,3.05728,1.87067,1.39548,-0.720901,4.47414,1.44694
-270.789,33.0926,0.520936,2.47507,-4.84982,-1.92004,-5.79108,5.93235,-3.28109,-1.34812,-3.20735,3.09256,-1.28781,-0.150703,-5.78854,2.14033,-0.254406,2.90921,-3.25057,5.52866,1.64027
-279.381,35.7962,-6.71013,2.26385,-9.57626,-2.52109,-8.98403,3.22117,-5.94061,-2.18802,-5.95876,0.974777,-0.619474,-0.211246,-7.12938,0.363413,0.381362,4.37448,-1.9294,4.51317,0.896498
-291.281,43.0255,-13.6992,5.87489,-15.0711,1.16891,-15.6224,6.34926,-10.1462,0.915132,-7.91678,2.55327,-1.49036,-1.04001,-7.27747,0.765528,3.47377,1.22595,-3.08743,4.69055,1.97031
-302.982,56.5884,-23.7205,15.6198,-21.2312,8.81252,-17.1133,7.98062,-9.83113,0.665269,-6.0393,2.31667,-1.69809,-2.81848,-4.95415,-2.57943,5.56535,-1.65421,0.896511,-0.404255,5.92736
-304.465,52.4332,-18.5334,11.4141,-21.2702,7.38691,-18.1858,9.47725,-12.8741,2.49151,-8.13408,2.71589,-2.40277,-2.08669,-6.02788,-0.456801,4.53479,-1.22662,1.11878,1.92698,4.60036
-308.521,51.6627,-20.7481,11.1264,-21.4871,4.65524,-20.1302,8.96129,-11.0839,3.10781,-8.86311,2.08493,-1.84653,-1.26775,-4.79033,-1.98257,1.56842,0.688981,1.78579,2.18387,3.41335
-306.109,58.522,-14.9085,15.2863,-17.0983,8.22596,-15.1294,13.5785,-8.69265,3.21495,-5.27012,6.10449,-0.676632,-1.13712,-3.56327,-1.59615,5.86873,-0.633583,1.64492,0.635523,4.12897
-313.98,56.9461,-20.27,13.0167,-21.697,4.99851,-17.9981,12.0353,-11.8415,1.18394,-4.91293,4.77921,-0.62534,-4.54576,-2.43768,-2.0196,8.61585,-2.91667,2.98887,1.51052,6.91913
-310.743,58.2348,-16.4293,13.1914,-18.4817,8.5694,-14.7389,11.6065,-8.72125,3.50551,-4.1692,4.72748,-0.675795,-0.712093,-5.61031,1.51891,5.77252,0.391352,2.28152,2.27554,4.39497
-299.195,56.9743,-11.4439,16.1403,-16.4754,10.5257,-12.8306,10.5617,-9.39452,5.05855,-6.93468,3.14447,-1.9358,-0.884251,-6.9324,-0.61345,1.24522,-0.191964,1.15688,0.00583838,1.6823
-308.525,55.6967,-11.965,14.1323,-15.4933,7.05863,-14.5011,11.3704,-9.18629,8.0186,-6.08126,6.86499,-2.08017,-0.408299,-4.18023,-0.0183984,2.37602,0.455505,1.03069,0.366912,2.71642
-311.096,58.2201,-14.8023,13.206,-19.1788,6.47106,-16.4612,7.39304,-10.5239,2.54328,-6.48508,0.189771,-4.48351,-2.67077,-5.17262,-1.2925,1.32341,-0.480831,-0.396872,0.82637,3.77457
-316.181,55.8047,-15.2592,11.9672,-22.1084,6.38629,-16.8169,7.9363,-11.6036,1.13219,-6.45691,2.71126,-1.59239,-3.85543,-5.90908,-0.125871,3.50348,-0.192492,-0.00651331,0.357902,2.28913
-323.625,59.7197,-17.3654,13.7591,-23.0051,2.94801,-15.792,5.7945,-8.14198,-1.51668,-6.49222,0.386575,-2.79925,-6.81586,-2.92419,-1.90173,0.973698,1.14632,-1.83251,3.5954,0.435116
-334.443,71.0565,-20.9205,19.0936,-24.1583,6.18931,-14.2745,3.80211,-2.98006,-5.65927,2.67474,-6.53954,4.82403,-10.6064,1.44285,-2.97389,3.38607,0.181401,-2.87107,7.03315,-2.41979
-339.316,71.3955,-21.94,14.9406,-24.6707,5.0848,-13.9582,3.04154,-3.92628,-3.69491,0.666487,-5.23936,3.90877,-9.54994,0.0715214,-3.31608,4.7487,-0.501995,-1.08938,6.24793,-0.89902
-336.685,68.8229,-19.0031,12.7362,-19.4409,2.08512,-13.6976,3.47239,-5.22364,-4.2062,1.20382,-3.62371,1.14149,-7.88434,-2.22777,-0.32668,0.860676,1.38987,-3.03071,5.49236,-1.45929
-286.398,29.1998,7.40942,-1.71833,-6.6727,-4.36252,-6.41906,0.193342,-6.83149,2.9497,-4.47527,1.11817,-7.46291,-1.8872,-4.24242,2.49698,-0.119445,1.92077,-2.10921,3.71645,-0.945803
-283.479,29.1397,5.48231,7.61388,-5.31655,1.88269,-6.45119,6.00701,-1.36675,7.32731,-7.0218,3.50719,-4.15603,-0.558337,-4.94314,2.43724,-2.03443,3.94737,-2.48727,1.66775,0.758641
-265.027,31.7521,7.78829,6.34757,-3.50242,4.40241,-2.37031,7.2913,-2.85168,2.80758,-6.45138,4.74393,-3.48832,1.16828,-3.99384,2.00713,-2.40129,7.08279,-3.61279,1.53466,2.12052
-274.482,32.8277,3.54221,4.69682,-10.7586,2.11146,-3.74663,4.8538,-2.78466,-0.752624,-6.58611,2.98665,-4.64381,1.90847,-5.22766,0.698857,-3.20078,7.34573,-6.23022,1.24076,5.04209
-281.17,31.0799,1.45983,1.83021,-11.7518,-0.181828,-8.75912,4.7618,-3.83156,-3.68524,-7.62635,1.53623,-4.43606,2.03069,-4.11133,-0.792891,-1.50275,7.34767,-6.1818,3.20135,3.16721
-271.502,26.3052,2.87423,2.62901,-9.94455,-3.07094,-7.28919,5.12254,-4.48633,-2.82121,-7.1546,-0.886566,-3.35634,1.87307,-4.32573,0.217777,-2.41987,4.95937,-2.05803,3.59656,1.30265
-258.438,12.4147,7.82264,-4.57466,-8.38411,-2.4156,-7.91867,1.10147,-4.06197,-0.170102,-7.76864,0.251794,-1.64768,0.770451,-5.07663,1.1226,-1.80029,3.32788,-3.5507,4.07147,1.79715
-255.368,12.9837,11.0082,-4.32399,-9.3466,0.417523,-9.40385,4.97889,-7.58713,1.04816,-9.14459,1.54594,-2.63708,-0.353376,-3.99903,0.317337,-1.04305,4.32658,-3.06201,3.00578,1.94653
-247.203,5.15438,13.5603,-3.71721,-10.2596,1.01746,-8.8189,3.84464,-6.17173,1.93615,-7.04617,1.97182,-2.22918,1.41034,-4.52913,1.11141,-0.707825,4.29269,-1.54377,4.66025,1.35661
-244.007,1.54881,8.94309,-2.77398,-12.1403,0.760197,-10.4352,4.28362,-9.32386,3.97467,-10.6828,0.739455,-4.00306,-2.28845,-2.33722,1.90526,-4.44946,4.777,-3.14073,4.6207,-0.0277309
-246.515,15.4588,12.1282,-1.45076,-6.4781,1.92329,-6.69944,4.31383,-5.41872,-1.38257,-6.83049,-0.581468,-5.46931,-1.70815,-3.73701,1.22915,-2.2098,4.03444,-2.80701,3.06108,1.41227
-257.218,30.9714,3.46752,2.22094,-10.6636,-1.62225,-6.9897,1.88746,0.807216,1.3016,-6.30496,3.70487,-4.74065,0.925202,-2.72231,1.13901,0.10716,3.09747,-3.31759,0.635517,-3.94534
-257.984,35.9751,3.25287,1.96326,-9.59402,-1.97559,-10.175,-0.622358,-0.645569,1.33656,-9.31552,2.56595,-5.82869,3.67208,-4.07311,0.533304,3.65939,4.19236,-6.24004,-1.09686,-2.77572
-261.669,33.8691,0.430159,2.34143,-13.7327,-5.64313,-12.7202,3.38146,-4.92826,0.0167456,-12.8096,2.93232,-7.05072,2.93629,-5.22382,1.45404,-2.32941,3.09363,-6.70239,0.732189,-1.99047
-259.34,33.671,0.540815,-1.12613,-12.1205,-3.71981,-15.5345,5.65553,-3.10954,3.32886,-10.7569,-0.610549,-4.48477,1.06416,-6.20108,2.59351,-3.47993,1.49383,-6.55487,-0.719377,-0.871776
-263.109,35.8657,1.51855,-2.72637,-14.3606,-3.29098,-13.4764,2.03018,-0.907336,-1.87314,-8.33852,-5.07898,-4.06476,2.79669,-6.61341,1.40623,-2.19506,0.571085,-3.70184,0.278339,1.86724
-268.057,38.5767,-5.64435,1.6936,-17.0489,-0.856456,-15.779,7.76438,-4.06032,1.74224,-10.7339,-1.30025,-4.56467,4.94831,-7.77837,2.70842,-4.56954,2.92595,-6.67836,1.09044,1.93205
-267.71,37.2331,-4.4568,-0.191624,-16.9024,-1.34318,-13.2753,4.16701,-3.09868,-0.0899309,-11.8874,-2.90954,-2.86355,4.50077,-7.95479,-3.43888,-0.751481,0.795603,-0.248367,-1.98894,2.48973
-259.147,28.3243,-0.983763,-0.978953,-17.9266,0.51274,-8.97047,0.0695803,-3.13206,-3.18824,-11.7654,2.3106,-4.34398,1.27102,-5.60464,-0.721286,-2.24144,4.8158,-3.54495,-0.0599301,-1.2373
-268.349,27.7626,4.30201,1.63116,-11.3628,1.74611,-7.55926,-1.72849,-1.17529,-3.6929,-9.0178,3.49309,-3.97953,4.11312,-4.72127,-5.11293,0.946161,4.36789,-5.81365,-0.853343,-0.435766
-245.911,26.0391,7.73046,2.4575,-6.9662,3.66347,-6.45588,0.480293,-6.26018,1.9476,-5.25227,4.09674,-3.58205,0.637475,-3.4732,-4.27306,-0.911423,3.64753,-3.97817,1.64793,-2.8681
-250.229,26.5608,3.58266,4.26999,-9.52519,4.79328,-9.39046,-0.741441,-9.06576,2.0003,-8.34054,3.58991,-6.40061,0.975975,-3.87739,-1.4352,-0.531368,5.04109,-3.45983,1.32134,-5.58585
-257.362,24.979,-1.77847,-3.20606,-11.8178,0.266532,-9.69108,-6.12162,-12.5655,-0.208841,-8.56299,1.34649,-8.77166,-0.278413,-2.40235,-1.87031,-0.630433,2.15645,-4.99742,-0.907013,-3.22468
-259.258,29.1654,1.22474,1.82011,-7.00277,0.345521,-8.62872,-4.26253,-9.26171,0.0760223,-8.09122,2.23531,-7.36922,2.34124,-5.27422,-2.01017,-1.68222,4.98007,-4.0849,-1.79397,-3.91786
-267.202,28.648,2.6835,-3.82814,-9.52784,-2.7576,-8.09188,-3.5978,-9.59462,-4.27935,-7.48799,0.148955,-7.85214,-0.164897,-6.68376,-3.80415,-1.4356,-0.765497,-3.10959,-1.6934,-4.37668
-263.765,22.0581,8.99553,0.876106,-9.31183,0.606622,-8.76888,-2.57971,-7.61508,-2.31098,-6.67826,1.42051,-3.58644,1.86073,-4.54464,-4.39985,-2.41585,2.91645,0.0624137,0.945057,-1.24033
-264.312,10.6303,15.9557,0.681537,-9.39774,0.701578,-8.56546,1.77929,-6.83369,-0.773252,-7.1924,-1.3074,-9.15229,-0.922583,-7.21014,-2.48356,-3.42642,2.07816,-3.75057,0.817211,-2.09594
-248.712,0.295937,16.6272,2.13798,-5.63489,2.06663,-7.00783,5.33073,-4.87079,0.408004,-5.69362,-0.26533,-6.76625,-0.57048,-3.07069,-0.403904,-3.7956,1.40885,-4.33404,1.79402,-2.11735
-243.051,2.87401,20.4712,4.74212,-2.38048,5.76999,-6.95401,7.87814,-6.17413,1.59012,-4.40371,1.53066,-2.09151,0.741365,-3.59366,1.1803,-2.95801,2.31214,-2.98764,2.07604,-2.93621
-241.813,-1.88411,14.9759,1.36527,-5.32797,3.1143,-7.75511,3.05939,-6.14564,1.59889,-6.54145,-0.0188062,-1.17848,-0.000686963,-4.12975,-1.33389,-2.1313,-0.883643,-1.38845,3.57421,-1.28967
-242.443,13.1848,18.7257,4.78439,-8.31667,3.93407,-6.87445,3.18961,-5.13212,2.701,-6.04522,-0.0295159,-3.53282,0.0060636,-5.37175,0.470674,-5.00436,0.937349,-5.97167,1.22041,-1.41697
-258.237,31.9157,9.39165,3.11529,-10.3903,-0.543329,-13.8884,0.818451,1.46469,1.30327,-4.8958,-1.15612,-4.3841,0.987742,-5.71339,1.34967,1.11689,-1.22125,-5.62109,-0.166582,-1.57787
-264.964,34.7444,1.44783,-2.1279,-13.36,-2.82176,-12.2052,2.89622,-5.31666,0.879285,-11.4687,1.01303,-7.14172,1.46623,-10.3824,2.88743,-2.18376,-0.947846,-7.58216,0.167673,-5.92072
-275.858,41.0479,-5.40577,7.54983,-20.9019,0.663636,-19.9412,11.3046,-12.0561,5.10245,-16.0919,5.4474,-9.38177,4.73141,-9.23156,3.62129,-3.93237,-1.61319,-6.13121,-0.32584,-2.03003
-273.143,35.631,1.48801,-0.831874,-13.5483,-3.44353,-13.6173,6.5122,-5.10806,4.44016,-12.0835,4.12092,-5.44318,3.36214,-8.02599,1.9445,0.147392,-0.707568,-8.7237,1.68538,-2.98762
-271.182,36.5604,6.97849,-0.859478,-8.10219,-2.6751,-12.1403,3.51886,-0.219626,1.24284,-9.78621,-0.957087,-3.41178,-0.543032,-3.10258,-4.13779,1.1427,-0.969552,-6.16875,0.998927,-3.47495
-278.057,41.0193,1.60076,3.51592,-11.9965,1.03976,-17.6554,6.35929,-8.39852,5.88692,-14.1255,2.15103,-7.02435,4.2501,-7.76456,-2.08717,-4.34322,2.10939,-8.48857,1.79562,-3.41016
-275.744,36.0466,2.63222,-1.63097,-8.96932,-2.60825,-11.2753,1.07008,-5.93578,0.0593738,-10.3136,-1.99405,-3.11109,4.60917,-5.4788,-4.19748,-4.70387,-1.10513,-3.9224,4.08799,-4.50247
-268.94,27.8016,1.41935,1.44176,-7.5648,4.23483,-8.39622,-5.35854,-6.30853,-1.98158,-5.89104,1.54518,-6.69732,0.116168,-4.82151,-1.18091,-1.3995,1.54988,-6.25523,-2.94091,-6.00613
-258.414,22.1359,7.82699,7.09469,-1.06057,7.5352,-10.1215,-7.09783,-5.0858,2.49332,-4.46063,0.656728,-6.04297,0.805715,0.237103,0.503278,-1.68083,0.709356,-2.70612,0.512244,-3.32023
-251.544,21.6215,7.63388,11.1632,1.38822,9.5078,-7.64409,-1.18083,-6.57028,1.72647,-6.69599,1.47844,-8.87033,0.331475,-1.2831,-1.65248,-1.54117,4.33647,0.810947,3.32534,-5.11157
-259.479,28.7283,5.07287,11.5961,-2.34323,9.98166,-10.5339,-1.72164,-6.86175,2.05462,-8.66821,5.70504,-9.02236,2.61058,-8.03603,0.45924,-3.07652,6.01409,-2.91731,3.55068,-4.386
