A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
4.66387e-05,2.68749,0.838372,0.0142614,3.52462,0.0281917,0.340257,0,0.86756,1.1332,0.00721371,0.427071
0,2.53262,0.781228,0.200593,3.40549,0.0693269,0.143515,0.0379922,0.966135,1.16486,0.0352577,0.547256
0.0013164,2.02978,0.773402,0.183919,2.978,0.0259451,0.255346,0.0411729,1.16257,1.43634,0.021072,0.741827
0,1.48496,0.742069,0.140659,3.01516,0.0169201,0.407717,0.0302845,0.985516,1.60714,0.14829,0.791941
0,1.20708,0.544482,0.0647683,3.24665,0.0241118,0.506118,0.0229206,0.699963,1.73512,0.249377,0.743952
0,1.27232,0.361627,0.00375539,3.35706,0.0312581,0.318571,0.0137584,0.626548,1.76521,0.0913323,0.768138
0.0409946,1.01461,0.626122,0,3.57778,0.344014,0.0495104,0.0421487,0.681177,1.26693,0.138968,0.955882
0.187893,0.796731,0.734176,0,3.53563,0.361713,0.0508841,0.0560366,0.768294,1.2339,0.337587,1.21228
0.210172,1.30576,0.632848,0.00876857,3.59954,0.469039,0.0499115,0.0404815,0.681403,1.03927,0.21192,1.121
0.00853205,1.63308,0.446225,0.0141416,3.81863,0.288766,0.137407,0,0.760273,0.56594,0.0686565,1.03757
0,1.99612,0.496471,0.0723908,4.02984,0.243663,0.0154258,0,0.829609,0.00324976,0,1.00934
0,2.06412,0.33102,0.0336359,3.73817,0.211983,0.500205,0.0285332,1.27007,0.0573232,0,1.02437
0.00562689,2.19268,0.275904,0,2.26533,0.21755,1.68099,0.0523833,1.24766,0.116046,0,0.723352
0.00887422,2.30652,0.256935,0.00770263,1.49153,0.296442,2.57483,0.0599539,1.33862,0.091657,0,0.400776
0.00301058,2.39729,0.249459,0.0113658,1.11299,0.0611237,3.20103,0.0620174,1.4772,0.066461,0,0.284596
0.0237226,2.57797,0.131095,0.0131883,0.990225,0.010346,3.66021,0.0288683,1.46609,0.0458931,0.015876,0.143332
0.020487,2.57758,0.0329027,0.00926774,0.738127,0,3.54666,0.256931,1.45091,0.00918228,0.109516,0.171512
0,2.18868,0.378096,0.331112,0.46914,0.0165217,2.72834,0.427886,1.55484,0,0.127651,0.275626
0.0166627,1.69396,0.514957,0.465041,0.969628,0,2.02416,0.535104,1.7522,0.0749738,0.0983525,0.219872
0.173086,1.8767,0.387577,0.427523,1.58451,0,1.47244,0.163364,2.5061,0.138924,0.0292533,0.133868
0.214685,2.10416,0.097724,0.386795,2.16416,0,0.525728,0.0568482,3.18843,0,0.000814331,0.0415238
0.205433,2.02791,0.194987,0.46118,1.71642,0,0.438981,0.0314991,3.19725,0,0.149873,0.235847
0.143898,1.79121,0.138425,0.49266,0.996433,0,1.6873,0.0875303,2.98372,0,0.189581,0.151267
0.0549999,1.83726,0.160827,0.51021,0.623543,0,2.89635,0.157479,2.04066,0,0.268393,0.0884218
0.000314725,1.83877,0.184203,0.12594,0.53108,0.00523635,3.51406,0.125465,1.38775,0,0.275875,0.136776
0.0585924,2.08803,0.129233,0,0.50787,0.0258469,3.5402,0.0931325,1.13516,0,0.12619,0.254418
0.179997,2.01916,0.00262213,0.366967,0.31364,0.1512,3.30042,0.0522928,1.16097,0,0.151012,0.75325
0.0890165,2.20886,0.0966861,0.414236,0.136033,0.11823,3.32234,0.071248,1.11061,0,0.261134,0.900481
0.018702,2.11048,0.218427,0.312559,0.407323,0.0363916,3.34954,0.0634706,1.06028,0,0.313054,0.854035
0.000198121,1.80164,0.215432,0.158912,0.802695,0.0358504,3.44812,0.0619508,1.12307,0,0.315746,0.708856
0,1.55741,0,0.194937,1.0879,0.0276656,3.58054,0.192678,1.24661,0.050133,0.387355,0.385386
0.107167,1.67051,0,0.39925,0.93489,0.00905232,3.60767,0.0769821,1.36338,0.227602,0.373963,0.385118
0.163884,2.26369,0.00258156,0.345393,0.883155,0.000341827,3.67007,0.0124386,1.53356,0.174872,0.252243,0.204519
0.123613,2.56173,0.00317136,0.415138,1.30378,0,3.64777,0.0242513,1.44728,0.0420194,0.163533,0.0869894
0.115462,2.74806,0.0456539,0.390257,1.71248,0,3.12653,0.124124,1.56923,0.02955,0.0979757,0.0298458
0.000415687,2.73908,0.184418,0.295727,2.49919,0.0446746,1.85464,0,2.35289,0.0807749,0,0.226345
0.096233,1.94983,0.239603,0.015875,3.59992,0.0825745,0.786432,0.00588357,2.9556,0.00192138,0.00114448,0.868086
0.0617811,1.27428,0.352304,0,3.83329,0.0137785,0.233567,0.158022,2.78273,0.00289645,0.200073,1.29476
0.00139175,1.0587,0.346736,0,3.92295,0.0125493,0.040028,0.177425,2.65409,0.00198123,0.253346,1.14409
0.000340942,0.934604,0.394441,0,3.98308,0.0204078,0.0469903,0.131179,2.50466,0.00106889,0.204711,0.878786
0.0003807,0.80686,0.345405,0,3.98401,0.0193553,0.11283,0.0027063,2.42352,0.000364292,0.0865254,0.64092
0.000477976,0.922319,0.26411,0,3.96377,0,0.256822,0,2.19438,0,0.000463898,0.613
0.000661521,0.996395,0.215181,0.119684,3.84971,0,0.450918,0,2.05641,0.140858,0.0183527,0.513202
0.000750908,0.993293,0.215519,0.0734372,3.82339,0,0.527201,0,2.08214,0.183478,0.043745,0.443452
0.124812,1.00895,0.155555,0.050807,3.82834,0,0.517375,0,1.97214,0.142347,0.00973963,0.396376
0.282082,1.29741,0.00847343,0.302348,3.70088,0.016842,0.367333,0.0509414,1.71101,0.123375,9.20033e-05,0.409135
0.433241,1.23654,0.00609828,0.161776,3.19942,0.391194,0.177516,0.039938,1.60445,0.372242,0,0.581258
0.376492,0.914425,2.64533,0,1.94491,0.469386,0.184644,0,1.54317,0.551117,0.00879913,0.761348
0.126906,0.586444,3.32674,0,1.27459,0.386981,0.602109,0,1.09249,0.913653,0.0203097,0.10811
0.0716434,0.40902,3.56775,0,1.28727,0.17865,0.679727,0,1.05887,0.999498,0,0.0584398
0.087157,0.357261,3.83205,0.000373193,1.50134,0,0.930113,0.0195578,1.06517,0.920194,0.0338114,0.0216625
0.121579,0.0733614,3.91991,0.00615117,1.44776,0.0758205,1.46204,0.0735445,1.15679,0.854181,0.0020091,0.0253242
0.204107,0.0834569,3.90241,0.0118707,1.00606,0.027606,1.87813,0.066057,1.08513,0.7462,0.0275904,0.0272086
0.220512,0.0889435,3.64689,0.00939798,0.338171,0.197035,1.95815,0.0330724,0.672231,0.972581,0.110486,0.125166
0.167515,0.149825,3.27352,0.00335195,0.0574258,0.296731,2.05204,0,0.132063,1.32523,0.315746,0.0396518
0.0406432,0.0673,3.45191,0,0.0631661,0.390801,1.9828,0.401339,0.0049197,1.58678,0.261545,0
0.00549496,0.0246027,3.88692,0,0.045707,0.166086,2.18153,0.356676,0.00106371,1.78765,0.0177181,0
0.20726,0,4.06688,0,0.0723825,0.0888517,2.15224,0.350543,0.0625041,1.93965,0.00164648,0.0974458
0.183456,0.000667926,4.0539,0,0.0943037,0.0395259,1.93391,0.301584,0.135075,2.09553,0,0.371441
0.0438226,0.054714,3.93494,0,0.219753,0.0358753,1.98255,0.212305,0.208179,2.20547,0.0573755,0.426816
0.103193,0.0777847,3.73697,0,0.314499,0.0253011,2.17454,0.0619539,0.141775,2.42333,0.109694,0.260545
0.321454,0.351882,3.22338,0.215435,0.227321,0.147132,2.61519,0.116884,0,2.72328,0.0894728,0.000134836
0.356849,0.961645,2.0714,0.0651897,0.265245,0.413222,3.05885,0.111068,0,2.95225,0,0.000149262
0.473133,0.945052,2.1737,0.0175495,0.349584,0.0252013,3.17895,0.0167968,0,2.92651,0,0.000225606
0.500594,0.659475,2.76955,0.012232,0.296264,0.00898942,3.08636,0.0201827,0,2.83762,0,0.0199157
0.467685,0.769227,2.7053,0.00593598,0.256953,0.023827,2.79992,0.419417,0,2.87251,0,0.0278143
0.173632,0.849162,2.28372,0.00131938,0.247057,0.0329687,2.88544,0.689405,0.134034,2.90912,0,0.323407
0.000255212,0.922886,2.25615,0,0.112525,0.028893,3.15279,0.579706,0.145442,2.6224,0,0.6231
0.000465441,0.895718,2.33137,0,0.164416,0.0216775,3.31249,0.431566,0.148852,2.15895,0.0912182,0.741287
0.000567177,0.803499,2.43417,0,0.399355,0.0216157,3.41541,0.292021,0.113194,1.83756,0.140289,0.62111
0.0569555,0.816911,2.6589,0,0.463246,0.0288126,3.50557,0.026575,0.0476354,1.91294,0.128482,0.500453
0.158856,0.811361,2.70854,0.219698,0.398793,0.0364384,3.71968,0.000896981,0.00225317,2.23726,0.00625168,2.07939e-05
0.0102243,0.759363,2.57467,0.272092,0.248038,0.0363189,3.63387,0.0426453,0,2.49981,0,0.1425
0.0946695,0.734014,2.33415,0.226716,0.173265,0.0266379,3.68046,0,0,2.58668,0,0.503899
0.111242,0.788824,2.16192,0.00703573,0.240974,0.22669,3.68619,0.00308907,0.0118558,2.57951,0,0.617257
0,0.723162,1.82493,0.00236677,0.414404,0.00341386,3.48136,0.407396,0,2.68662,0,0.606639
0.000878109,0.862348,2.04394,0,0.452119,0.00131076,2.87267,0.114401,0,2.72048,0,0.92352
0.000889967,0.883931,2.14645,0,0.57942,0,2.43374,0.0304926,0,2.66745,0.0610206,0.922679
0.000774114,0.782664,2.10837,0,0.758345,0,2.30779,0.0129786,0,2.7366,0.119064,0.738458
0.00069285,0.702023,2.03662,0.0152235,0.841582,0,2.46854,0.0132772,0,2.75037,0.126905,0.578295
0.000683611,0.682522,1.95534,0.0335666,0.884209,0,2.77949,0.0131144,0,2.7836,0.0796545,0.511771
0.00074039,0.631117,2.40823,0.0594196,0.759385,0.0283495,2.71531,0.0123766,0.0874128,2.78744,0,0.58023
0.00075426,0.648448,2.53177,0,0.667487,0.106941,2.80972,0.0119914,0.136919,2.81256,0,0.402306
0.000813117,0.70068,2.57571,0,0.581888,0.0495697,3.01411,0.012082,0.260837,2.8407,0,0.223278
0.0465844,0.718162,2.56651,0.0034881,0.780859,0.0533308,2.8224,0.0130973,0.435287,3.02389,0,0.0649244
3.93735e-05,0.576291,2.47139,0.00960122,0.663409,0.23791,2.57842,0.0189777,0.0617528,2.99746,0.770632,0.0756784
3.07154e-05,0.687477,2.16246,0.0107983,0.804803,0.407663,2.35207,0.0236354,0.043564,2.80039,0.624489,1.02874
0.00016336,0.782892,1.61074,0.0952736,0.735759,0.419726,2.08936,0.0221862,0.259139,2.52304,0.250684,2.0016
0.000309717,0.444579,1.2412,0.317987,0.681311,0.263055,2.09876,0.0187481,0.285177,2.269,0.0121655,2.34234
0.000527976,0.285758,0.874136,0.5241,0.428624,0.061987,2.15364,0.10132,0.0854946,2.23705,0.00759633,2.72406
0.000723118,0.23249,0.606536,0.576672,0.201561,0.000537061,2.16408,0.0161342,0,2.35776,0.147648,3.11633
0.000597703,0.248607,0.339956,0.545131,0.277243,0.175012,2.32671,0.0269753,0,2.32046,0.366065,3.2257
0,0.341486,0.0625411,0.533599,0.190411,0.323835,2.39783,0.0529322,0.0116838,2.42493,0.356321,3.11738
0,0.467978,0.0470151,0.529614,0.295931,0.208381,2.39306,0.0651994,0.0298843,2.77383,0.332399,2.5896
0.0241197,1.3648,0.00206499,0.302163,0.542319,0.0179912,2.17451,0.0370883,0.0740714,3.24012,0.122769,1.72426
0.000279716,2.68216,0.00627324,0.0288603,0.535152,0.0351319,1.27556,0.00839723,0.113491,3.4688,0.000341223,1.18999
0.000146085,3.45087,0.15376,0.0549464,1.22949,0.104861,0.428204,0.00380882,0.634005,3.07546,0.131122,0.518587
7.30301e-05,3.65497,0.202696,0.0266375,1.84339,0.453491,0.112313,0,1.04641,2.11057,0.212974,0.307979
0,3.74567,0.173633,0.0811211,1.87134,0.519179,0.0944567,0,1.19362,1.55069,0.246372,0.311108
0,3.70209,0.178513,0.131199,1.65095,0.359906,0.352208,0.000769504,1.24103,1.37545,0.165652,0.17469
0,3.70362,0.145113,0.396974,1.52858,0.387598,0.444726,0.00526586,1.38904,1.29079,0.00310815,0.15284
0.000136473,3.6145,0.121886,0.493655,1.35513,0.411208,0.73705,0.00687896,1.37737,1.40655,0.00243364,0.0281036
0.0107627,3.76574,0.21159,0.372249,1.46601,0.438971,0.612915,0.0058754,1.12616,1.31764,0,0.0334556
0.351824,3.88768,0.189755,0.0753981,1.59413,0.421541,0.161958,0.0786441,1.05075,1.35377,0,0.036039
0.27893,3.50883,0.229547,0.0499064,1.90577,0.392271,0.0701211,0.136739,0.995342,1.51927,0.0285798,0.0560031
0,2.83038,0.386414,0.124568,2.49678,0.149888,0.0753068,0.148737,0.931218,2.25305,0.0129733,0.0162361
0,2.02317,0.732785,0.102706,2.62868,0.0024687,0.0193841,0.188663,0.904575,2.93898,0.000402148,0.291596
0,1.47793,1.00867,0.0109545,1.95356,0.0306505,0.0128399,0.262338,0.800236,2.75177,0.00982409,0.202067
0,2.23664,0.679935,0,1.58767,0.163268,0,0.237573,0.783689,2.35817,0.0893094,0.251223
0,3.11694,0.487618,0,1.39573,0.150794,0.0249695,0.176017,0.776759,2.00051,0.0930766,0.239903
3.01049e-05,3.56339,0.0726285,0,1.32348,0.0911996,0.155352,0.156445,0.657204,2.04328,0.0698128,0.241676
0,3.49465,0,0,1.47097,0.0727602,0.332038,0.345678,0.734966,2.13523,0.00933756,0.134047
0.000971064,2.79051,0.00198512,0.0158096,1.74382,0.0289739,0.237652,0.346919,0.763051,2.30956,0.014464,0.356255
0.179705,1.97059,0.112523,0.0332988,2.01307,0.0285703,0.320736,0.155455,0.844667,2.65339,0.0305627,1.08224
0.0178873,1.60687,0.266821,0,2.29576,0.026765,0.0272316,0.0105018,0.416849,3.20824,0.0247571,1.53752
1.55949e-05,1.14863,0.146867,0.379236,2.40874,0.213666,0,0.00677196,0.0112439,3.4382,0.220775,1.7267
0,0.647879,0.436417,0.534896,2.55452,0.214357,0.279756,0.00236757,0,3.29566,0.236294,1.47676
0,0.467951,0.439608,0.48273,2.78039,0.208538,0.353318,0,0.0018779,3.23269,0.349817,1.3538
0,0.245941,0.413299,0.388285,2.61742,0.149301,0.747536,0,0.00592411,3.17483,0.190672,1.85236
0,0.395643,0.166606,0.16903,2.43045,0.0867537,0.973323,0.0507631,0.00768454,3.19073,0.0318673,2.15448
0.000558707,0.345591,0.00477885,0.277386,1.95498,0.104692,0.871782,0,0.00846302,3.39879,0,2.57335
0.000654841,0.420842,0.00230901,0.59429,1.65142,0.0032389,0.99703,0,0.000624902,3.52481,0,2.50557
0.00067629,0.726727,0.00389562,0.351388,1.64407,0.000714189,0.999717,0,0,3.50206,0,2.61963
0.000678821,1.07969,0.0692081,0.0806487,1.79921,0.00128237,0.843303,0,0.0200765,3.51642,0,2.42514
0.00042027,1.50513,0.167393,0.012811,2.01672,0,0.410971,0,0.113094,3.49509,0,2.03116
0.108972,1.68586,0.116588,0.0142422,2.70839,0.0610633,0.0327567,0.00509484,0.0950054,3.49425,0,1.25201
0.0518124,1.22851,0.0160014,0.0211921,2.95773,0,0.658707,0.0172985,0.158183,3.48784,0,1.04759
0.065122,0.723985,0.0358019,0.0996011,2.90603,0,1.63698,0.0449393,0.378222,3.12668,0,1.4343
0,0.695689,0.0415776,0.229633,2.62657,0.0076982,1.57117,0.281231,0.40394,2.42496,0,2.52257
0,0.729878,0.0917805,0.319937,2.40228,0.0334141,1.48552,0.309802,0.200083,1.72026,0,3.01517
0.000207086,0.305167,0.0368265,0.433891,2.26974,0.0259701,1.62042,0.161482,0.0123019,1.34874,0,3.10542
0.000366986,0.13726,0.0270528,0.702313,2.31378,0,1.62265,0.0248848,0.00219436,1.20682,0,3.13842
0.000202092,0.135972,0.0862178,0.64483,2.29627,0.0150332,1.51699,0.0743463,0.00339372,1.20422,0,3.24012
0,0.11635,0.191157,0.647113,2.32445,0.0295835,1.44106,0.163892,0.00488444,1.34622,0,3.07386
0,0.0929448,0.14981,0.601672,2.35999,0.0290606,1.27825,0.132352,0.00524965,1.59021,0,2.97852
0,0.0825793,0.0207336,0.463918,2.44309,0.0327595,1.23942,0.0843425,0.0265444,1.81397,0,3.00863
0.000320275,0.0625933,0.0133796,0.22574,2.69383,0.0324107,1.33954,0.167839,0.060931,2.18292,0,2.96695
0.000838868,0.0940656,0.00221176,0,2.89626,0.0346232,1.07746,0.054278,0.0704908,2.84659,0,2.7948
0.000809896,0.171121,0.0086059,0,3.1158,0,0.633224,0.0800024,0.0240847,3.22774,0.126544,2.28638
0.000420979,0.227007,0.0125777,0,3.47825,0,0.340634,0.164514,0.0551454,3.30195,0.146957,1.77437
0.117281,0.248896,0.0167923,0.0109189,3.47483,0.23568,0.168872,0.0495386,0.0798024,3.33133,0,1.70398
0.144574,0.263669,0.0948011,0.0777512,2.94419,0.274315,0.0913418,0.0543835,0.0440781,3.56468,0,1.66147
0.105093,0.260713,0.212897,0.0193542,2.94852,0.237304,0.286575,0.036622,0.0311502,3.55539,0,1.34786
0.0261532,0.240642,0.276527,0.0172757,3.13935,0.150976,0.613261,0.0296937,0.0307073,3.55913,0,1.11805
0.0111582,0.214973,0.237814,0.0102549,3.13504,0.0880176,0.756374,0.0109498,0.00934095,3.57803,0,1.20044
0.00691485,0.214419,0.268385,0.00410292,3.12721,0.0219007,0.649353,0.0115406,0.0454512,3.49435,0,1.27826
0.000826779,0.184215,0.253704,0.0018729,2.93515,0.00493058,0.817313,0.0119338,0.000942235,3.49329,0.26214,0.835882
0.000778884,0.138169,0.184182,0.0218936,2.9975,0.00234004,0.896416,0.011063,0.00207955,3.25364,0.145395,1.61461
0.00028456,0.113607,0.0966127,0.0436573,3.05783,0,0.949051,0.135962,0.00407413,2.8826,0.00268072,2.33926
0,0.195434,0.108047,0.062112,3.16992,0,0.960245,0.202358,0.00710585,2.30923,0,2.75666
0.000232087,0.196244,0.0544767,0.131645,3.06431,0.00587778,0.958722,0.0103585,0.0765525,2.22697,0,2.76126
0.000467708,0.0905541,0.00064643,0.245712,2.79988,0.00363222,0.770648,0.0108962,0.0781669,2.41224,0,2.67096
0.109478,0.0972109,0.00148448,0.110102,2.89126,0.00349197,0.728842,0.0743893,0.170414,2.48738,0,2.61587
0.171563,0.130586,0.00133733,0.011953,3.20745,0.00357422,0.692897,0.0466568,0.246503,2.53188,0,2.40651
0.0606709,0.197611,0.000342254,0.088432,3.16985,0.0198349,0.666998,0.0407871,0.0896576,2.84181,0,2.15111
0,0.284381,0,0.181639,2.95081,0.0311856,0.743657,0.0107665,0.225493,3.42732,0.0273636,1.80051
0.0724028,0.255347,0.0103878,0.126906,2.92091,0.0238715,0.827465,0.00484002,0.148705,3.74479,0.104511,1.37957
0.000428958,0.206976,0.108407,0,2.93656,0.0199865,0.947172,0,0.229474,3.77773,0.469091,0.832467
0.000612887,0.205714,0.093188,0,3.0914,0.010253,0.861148,0,0.315951,3.62665,0.442648,0.860137
0.000456509,0.201608,0.112103,0.00755554,3.34834,0,0.742087,0,0.276473,3.43178,0.326526,1.01767
6.66336e-05,0.201237,0.0117358,0.20996,3.3328,0,0.653297,0.0336259,0.253578,3.51506,0.0509622,1.15567
0,0.214475,0.0206228,0.244563,2.95449,0,0.645972,0.0502761,0.174407,3.66769,0.095726,0.962218
0,0.238293,0.101058,0.188986,2.79902,0.00163964,0.527544,0.0586256,0.347403,3.65691,0.041641,0.882534
0,0.240139,0.12067,0.0229896,2.9344,0,0.464063,0.0592943,0.469223,3.55595,0.015296,0.786338
0,0.250641,0.217074,0,3.15807,0,0.397316,0.0334808,0.310929,3.51189,0,0.875878
0,0.261564,0.00968083,0.0115349,3.03458,0.0507143,0.355923,0.00558744,0.00373191,3.75417,0.036483,1.02389
0.102668,0.240422,0.00520571,0.0452145,3.22237,0.0810906,0.677884,0.00445565,0.014705,3.79992,0.373302,0.265085
0.0527277,0.372528,0.00441915,0.0743697,3.38367,0.140202,0.705584,0.00231332,0.129236,3.55211,0.341692,0.690614
0.0422866,0.393364,0.00498753,0.07431,3.31959,0.0700976,0.721235,0.00147471,0.249818,3.45235,0.178598,1.56431
0.0498212,0.217431,0.00486865,0.0656753,3.38158,0.00278737,0.793967,0.00135468,0.314365,3.26478,0.0274235,1.99208
0.0512031,0.18535,0.00317336,0.0466246,3.50702,0.00223375,0.842433,0.00488178,0.300896,3.19643,0,2.07627
0.0278384,0.182857,0.00823129,0.0248639,3.55881,0,0.737071,0.0295023,0.213635,3.21356,0,1.98588
0.000287606,0.212812,0.00892971,0.111472,3.26751,0,0.439548,0.0510072,0.163492,3.27367,0,2.03313
0.000258278,0.218939,0.146538,0.0174981,3.36935,0.00531111,0.40798,0.0502867,0.1753,3.2597,0,1.71331
0,0.228771,0.163999,0.0146444,3.22928,0.002162,0.371272,0.15262,0.159333,3.31533,0,1.43723
0.0433027,0.334418,0.0457163,0.0163314,3.05945,0,0.247798,0.0883433,0.0253591,3.53553,0.00103075,1.20786
0.0455407,0.448979,0.00377726,0.125861,3.19307,0.00718203,0.583251,0.0107437,0,3.59951,0.586178,0.940525
0.0112986,0.355634,0.0166192,0.209975,3.09685,0.0118222,0.699499,0.00981086,0.115691,3.45797,0.442707,1.61359
0,0.274822,0.129612,0.25747,3.18741,0.0208057,0.801577,0.00911926,0.166504,3.25818,0.360154,1.80115
0,0.189311,0.191693,0.291904,3.33123,0.0175417,0.910266,0.00889089,0.179162,3.12251,0.243054,1.74809
0.0378766,0.141334,0.107815,0.296554,3.35149,0.0863657,1.01911,0.0309023,0.166233,3.13023,0.204568,1.70451
0.104012,0.138588,1.40914e-05,0.580773,3.0573,0.16405,1.00403,0.0617191,0.142831,3.17086,0.0251292,1.77261
0.108195,0.128393,0.0669573,0.225247,3.11916,0.0512544,0.981881,0.161018,0.2751,3.23614,0.0189634,1.63775
0.134425,0.0972163,0.107443,0.0266446,2.94033,0.00333001,0.920144,0.265135,0.171228,3.28381,0.0747448,1.56129
0.13882,0.10918,0.0838008,0.0189954,2.99479,0.00148146,0.93454,0.219362,0.175284,3.30063,0.046383,1.37174
0.346065,0.166941,0.00422566,0.0240213,3.0536,0,0.735441,0.0194385,0.145827,3.54221,0,1.31181
0.57334,0.188082,0.00530942,0.0281108,2.9131,0.00493709,0.616025,0.00856321,0,3.62883,0.000514699,1.19225
0.659062,0.251818,0.00670358,0.0295871,3.20124,0.00680617,0.704008,0.00463047,0,3.63849,0.0293375,0.354221
0.449147,0.313733,0.0519786,0.189029,3.23016,0.0231424,0.563652,0.00472441,0,3.62547,0.259015,0.321864
0.242565,0.183203,0.0812954,0.106716,3.33708,0.0299981,0.499176,0.00608012,0,3.5691,0.295284,0.383062
0.0615422,0.187767,0.000549293,0.0826698,3.42897,0.0313794,0.480245,0.00730955,0,3.5728,0,0.686806
0.000324586,0.205576,0,0.0583986,3.37453,0.027997,0.591416,0.00840326,0,3.6019,0,0.740506
0.000375372,0.229599,0.011364,0.010141,3.35643,0.124594,0.53992,0.00914062,0.0107629,3.57641,0.0198227,0.818338
0.000456866,0.244832,0.0465732,0,3.33558,0.135215,0.414102,0.00949944,0.0182515,3.55531,0.039062,1.149
0.0319543,0.245614,0.063246,0.00834053,3.31831,0.0489489,0.455844,0.00940712,0.0785653,3.57063,0.0404161,1.31417
0.292213,0.248015,0.0774019,0.0129814,3.24208,0,0.229546,0.0138734,0.0569235,3.65012,0.0758587,1.20759
0.574071,0.258265,0.00537294,0.0132603,3.09669,0.0282914,0.183536,0.031072,0.0532703,3.72427,0.0465015,1.08522
0.805374,0.40899,0.0025684,0.0143981,3.00471,0.302204,0.404467,0.399699,0.00901867,3.48628,0,0.176514
0.72727,0.49005,0.0016705,0.00967765,3.1315,0.384017,0.316015,0.287729,0.0558787,3.43348,7.49831e-05,0
0.618762,0.474233,0.0017886,0.00699964,3.34478,0.22033,0.351738,0.19259,0.0974531,3.45407,5.56475e-05,4.77517e-05
0.407028,0.253818,0.00177612,0.00122206,3.50869,0.00636275,0.146806,0.135455,0.129118,3.51123,0.0966581,0.324031
0.131732,0.236111,0.00206648,0,3.53525,0.00452579,0.0432398,0.22292,0.0771148,3.51026,0.023778,0.648973
9.98834e-05,0.228276,0.00676351,0.0316404,3.54927,0.172391,0.106316,0.081491,0,3.47156,0.00190111,1.05164
0,0.358108,0.00831779,0.0141231,3.54216,0.209517,0.378195,0.0254995,0.117821,3.44885,0,1.32482
0,0.429482,0.0319631,0.0171063,3.56721,0.136144,0.479047,0.0414667,0.245418,3.46056,0.00971635,1.36589
0,0.533191,0.00395486,0.0136276,3.38153,0.00652152,0.394827,0.0141431,0.197172,3.62363,0.0568287,1.32995
0.000339214,0.238172,0,0.609282,2.69772,0.182484,0.201065,0.0135931,0.303531,3.63725,0.0690903,1.75279
0.000720296,0.22497,0.156066,0.750111,2.71127,0.206262,0.298642,0.200393,0.645566,3.22066,0.000851366,1.65132
0.000557218,0.110335,0.203092,0.506569,3.22482,0.0256892,0.152077,0.23776,0.621777,2.90414,0.00100174,1.33906
0.000277073,0.024764,0.327332,0.400506,3.11589,0.0159136,0.126464,0.175917,0.833037,2.79636,0.000855994,1.38018
0,0.160074,0.246605,0.0159227,2.88618,0.0210496,0.110451,0.108398,0.797483,2.63271,0.00405015,1.42107
0.093459,0.447556,0.00252667,0.0403198,2.71481,0,0.212662,0.192386,0.48951,2.63308,0.0342831,1.00865
0.200491,0.543601,0.108628,0.203357,2.11394,0,0.982257,0.731839,0.169494,2.46272,0.0315966,0.406488
0.521199,0.32038,0.377207,0.435778,1.5842,0.00617962,1.12,1.22245,0.259424,1.44545,0.0830331,0.095692
0.652872,0.0375032,0.790131,0.949355,1.20204,0,0.723044,1.29468,0.812727,1.1556,0.239566,0.0158267
0.24323,0.0110299,1.56092,0.653016,0.850302,0.394702,0.541411,1.06539,0.837053,1.71995,0.148975,0
0.0672219,0.162457,2.11439,0.473883,0.607249,0.210061,0.896594,0.106109,0.44802,2.59264,0.140332,0.089975
0.00498678,0.242656,2.34742,0.47788,0.546965,0.0812077,1.0826,0.0183192,0.132421,3.01702,0.206535,0.267757
0.000191415,0.278761,2.26985,0.470867,0.572255,0.363472,1.14876,0.237168,0.00224862,3.048,0.133046,0.264228
0.0833611,0.278619,2.12921,0.410996,0.698307,0.714866,1.40484,0.46281,0,3.12398,0,0.210443
0.0991305,0.268022,2.13084,0.0074447,0.541313,0.664935,1.5649,0.491955,0,3.11284,0.0365772,0.0116468
0,0.246254,2.34593,0.158291,0.612583,0.439228,1.60354,0.356563,0.0261063,2.86105,0.0929847,0.337977
0.0170618,0.219725,2.4981,0.159095,0.724365,0.245289,1.96958,0.241152,0.0335331,2.71858,0.0825437,0.453906
0.0254923,0.221385,2.45921,0.106605,0.806123,0.0219042,2.20895,0.254128,0,2.86869,0.0711255,0.620253
0.0665963,0.38698,2.42621,0.00477936,0.840023,0,2.14857,0.200726,0,2.91359,0.0658274,0.806785
0.00791707,0.433964,2.36363,0.364902,0.842757,0.00442893,2.38798,0.148669,0,2.9689,0.15843,0.310553
0.0178347,0.39336,2.2852,0.759246,0.71974,0.115121,2.2815,0.339624,0.00191798,2.90023,0.245729,0.197075
0.228862,0.0437233,2.24863,0.704832,0.246915,0.333289,1.68621,0.488403,0.264508,2.15219,0.675134,0.473746
0.220297,0,2.31235,0.227947,0.226653,0.487235,1.40553,0.425427,0.486415,1.89223,0.547302,0.403931
0.152048,0,2.48621,0.126316,0.390558,0.428526,1.43051,0.365595,0.331241,1.9464,0.332958,0.309416
0.0970857,0,2.50698,0.0460584,0.609925,0.183838,1.36304,0.242719,0.170902,2.36689,0.183852,0.354182
0,0.0501831,2.47299,0.0113175,0.668749,0.293216,1.54733,0.161713,0,2.88451,0,0.125032
0.0273451,0.290831,2.20832,0.0110811,0.645329,0.308214,1.53186,0.219251,0,3.24659,0,0.139777
0.0935604,0.38924,2.34137,0.0133743,0.665128,0.307266,1.6095,0.107929,0,3.15902,0,0.133066
